CP0097,"เสื้อ|วัสดุ :  ผ้า cotton+ลูกไม้|สี: ขาว ดำ|ขนาด|อก 90cm|แขน 43cm|ยาว 79cm|ราคา 350 บาท"
CP0098,"เสื้อเชิ้ตยาว|วัสดุ :  ผ้า cotton|สี: ขาว ดำ|ขนาด|ไหล่ 40cm|อก 96cm|แขน 38cm|ยาว 57cm|ราคา 380 บาท"
CP0099,"เสื้อเชิ้ตยาว|วัสดุ :  ผ้า cotton|สี: ขาว ดำ|ขนาด|ไหล่ 40cm|อก 96cm|แขน 38cm|ยาว 57cm|ราคา 380 บาท"
CP0100,"เดรสจั๊มป์เอว|วัสดุ :  ผ้าลูกไม้|สี: ขาว ดำ ชมพู|ขนาด|ตัวเสื้อ|ไหล่ 30cm|อก 84cm|แขน 15cm|ยาว 47cm|ตัวกระโปรง|เอว 60-90cm|ยาว 42cm|ราคา 590 บาท"
CP0101,"เดรสจั๊มป์เอว|วัสดุ :  ผ้าลูกไม้|สี: ขาว ดำ ชมพู|ขนาด|ตัวเสื้อ|ไหล่ 30cm|อก 84cm|แขน 15cm|ยาว 47cm|ตัวกระโปรง|เอว 60-90cm|ยาว 42cm|ราคา 590 บาท"
CP0102,"เดรสจั๊มป์เอว|วัสดุ :  ผ้าลูกไม้|สี: ขาว ดำ ชมพู|ขนาด|ตัวเสื้อ|ไหล่ 30cm|อก 84cm|แขน 15cm|ยาว 47cm|ตัวกระโปรง|เอว 60-90cm|ยาว 42cm|ราคา 590 บาท"
CP0103,"เดรส|วัสดุ :  ผ้า cotton|สี: ขาว ดำ|ขนาด|ไหล่ 69cm|อก 94cm|แขน 37cm|ยาว 70cm|ราคา 490 บาท"
CP0104,"เดรส|วัสดุ :  ผ้า cotton|สี: ขาว ดำ|ขนาด|ไหล่ 69cm|อก 94cm|แขน 37cm|ยาว 70cm|ราคา 490 บาท"
CP0105,"เอี๊ยม|วัสดุ :  ผ้ายีนส์|สี: ขาว|ขนาด|S : เอว 76cm/สะโพก 96cm/ยาว 28cm|M : เอว 80cm/สะโพก 100cm/ยาว 29cm|L : เอว 83cm/สะโพก 104cm/ยาว 30cm|ราคา 470 บาท"
CP0106,"เดรส|วัสดุ :  ผ้า cotton|สี: ขาว|ขนาด|ไหล่ 50cm|อก 104cm|แขน 25cm|ยาว 71cm|ราคา 420 บาท"
CP0107,"เสื้อคลุม|วัสดุ :  ผ้าชีฟอง|สี: ขาว ดำ|ขนาด|ไหล่ 54cm|อก 108cm|แขน 20cm|ยาว 88cm|ราคา 310 บาท"
CP0108,"เสื้อคลุม|วัสดุ :  ผ้าชีฟอง|สี: ขาว ดำ|ขนาด|ไหล่ 54cm|อก 108cm|แขน 20cm|ยาว 88cm|ราคา 310 บาท"
CP0109,"เดรส|วัสดุ :  ผ้า cotton|สี: ดำ|ขนาด|ไหล่ 56cm|อก 114cm|แขน 24cm|ยาว 78cm|ราคา 560 บาท"
CP0110,"เสื้อ|วัสดุ :  ผ้า cotton|สี: ขาว|ขนาด|ไหล่ 40cm|อก 88cm|แขน 16cm|ยาว 70cm|ราคา 310 บาท"
CP0111,"เสื้อเชิ้ต|วัสดุ :  ผ้า cotton|สี: ขาว|ขนาด|ไหล่ 41cm|อก 48cm|แขน 60cm|ยาว 69cm|ราคา 370 บาท"
CP0112,"เดรส|วัสดุ :  ผ้า cotton|สี: ขาว ดำ|ขนาด|ไหล่ 44cm|อก 100cm|แขน 21cm|ยาว 88cm|ราคา 280 บาท"
CP0113,"เดรส|วัสดุ :  ผ้า cotton|สี: ขาว ดำ|ขนาด|ไหล่ 44cm|อก 100cm|แขน 21cm|ยาว 88cm|ราคา 280 บาท"
CP0114,"เสื้อ+เอี๊ยม|วัสดุ :  ผ้า cotton|สี: ดำ|ขนาด|S : เสื้อ ไหล่ 32cm/อก 74-100cm/แขน 17cm/ยาว 47cm|เอี๊ยม อก 90cm/ยาว 81cm|M : เสื้อ ไหล่ 34cm/อก 76-102cm/แขน 18cm/ยาว 48cm|เอี๊นม อก 92cm/ยาว 82cm|ราคา 450 บาท"
CP0115,"เดรส|วัสดุ :  ผ้า wool ผสม กลิตเตอร์|สี: เทา ดำ|ขนาด|ไหล่ 33cm|อก 82cm|แขน 17cm|ยาว 74cm|ราคา 490 บาท"
CP0116,"เดรส|วัสดุ :  ผ้า wool ผสม กลิตเตอร์|สี: เทา ดำ|ขนาด|ไหล่ 33cm|อก 82cm|แขน 17cm|ยาว 74cm|ราคา 490 บาท"
CP0117,"เอี๊ยม|วัสดุ :  ผ้า cotton|สี: ดำ|ขนาด|เอว 60-80cm|สะโพก 88cm|ยาว 91cm|ราคา 350 บาท"
CP0118,"ชุดเสื้อ+กางเกง|วัสดุ :  ผ้า cotton|สี: เทา|ขนาด|เสื้อ|อก 86cm|แขน 31cm|ยาว 57cm|กางเกง|เอว 68cm|สะโพก 88cm|ยาว 31cm|ราคา 770 บาท"
CP0119,"เสื้อ|วัสดุ :  ผ้า cotton ผสม|สี: ขาว ดำ|ขนาด|ไหล่ 42cm|อก 84cm|แขน 18cm|ยาว 49cm| ||ราคา 230 บาท"
CP0120,"เสื้อ|วัสดุ :  ผ้า cotton ผสม|สี: ขาว ดำ|ขนาด|ไหล่ 42cm|อก 84cm|แขน 18cm|ยาว 49cm| ||ราคา 230 บาท"
